,TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureHighInches,SeaLevelPressureAvgInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH,PrecipitationSumInches
1297,100.0,88.0,76.0,72.0,65.0,58.0,87.0,57.0,26.0,29.99,29.95,10.0,10.0,10.0,12.0,5.0,20.0,0.0
1298,101.0,89.0,77.0,73.0,69.0,58.0,88.0,58.0,27.0,30.05,29.96,10.0,10.0,10.0,14.0,7.0,22.0,0.0
1299,101.0,89.0,77.0,73.0,70.0,59.0,88.0,59.0,29.0,30.07,29.99,10.0,10.0,10.0,13.0,6.0,20.0,0.0
1300,102.0,90.0,77.0,74.0,70.0,63.0,88.0,59.0,29.0,30.15,30.06,10.0,10.0,10.0,10.0,3.0,19.0,0.0
1301,101.0,89.0,77.0,74.0,69.0,61.0,88.0,58.0,27.0,30.16,30.07,10.0,10.0,10.0,15.0,4.0,22.0,0.0
1302,103.0,87.0,71.0,73.0,70.0,63.0,100.0,65.0,29.0,30.07,30.01,10.0,9.0,2.0,23.0,3.0,35.0,0.16
1303,99.0,84.0,68.0,71.0,69.0,65.0,100.0,67.0,33.0,29.99,29.93,10.0,9.0,6.0,12.0,3.0,24.0,0.0
1304,98.0,88.0,77.0,75.0,71.0,66.0,88.0,63.0,38.0,29.94,29.9,10.0,10.0,10.0,16.0,3.0,23.0,0.0
1305,100.0,88.0,76.0,74.0,70.0,65.0,88.0,61.0,33.0,30.03,29.98,10.0,10.0,10.0,14.0,5.0,20.0,0.0
1306,101.0,89.0,77.0,74.0,70.0,63.0,88.0,60.0,31.0,30.17,30.07,10.0,10.0,10.0,18.0,5.0,29.0,0.0
1307,103.0,90.0,77.0,75.0,69.0,61.0,85.0,56.0,27.0,30.12,30.03,10.0,10.0,10.0,14.0,5.0,22.0,0.0
1308,104.0,91.0,77.0,74.0,68.0,61.0,85.0,56.0,27.0,30.01,29.95,10.0,10.0,10.0,14.0,5.0,24.0,0.0
1309,103.0,90.0,77.0,74.0,68.0,61.0,88.0,58.0,27.0,29.96,29.9,10.0,10.0,10.0,13.0,6.0,22.0,0.0
1310,103.0,90.0,77.0,74.0,71.0,66.0,85.0,58.0,31.0,29.93,29.88,10.0,10.0,2.0,13.0,4.0,24.0,0.04
1311,102.0,89.0,76.0,75.0,71.0,56.0,91.0,60.0,29.0,30.01,29.95,10.0,10.0,9.0,13.0,3.0,19.0,0.01
1312,103.0,91.0,78.0,75.0,71.0,63.0,91.0,61.0,31.0,30.11,30.03,10.0,10.0,9.0,15.0,7.0,24.0,0.0
1313,103.0,91.0,78.0,75.0,70.0,61.0,91.0,58.0,25.0,30.13,30.03,10.0,10.0,10.0,15.0,6.0,27.0,0.0
1314,103.0,89.0,75.0,71.0,67.0,61.0,82.0,54.0,25.0,30.04,29.97,10.0,10.0,10.0,12.0,5.0,21.0,0.0
1315,105.0,91.0,76.0,71.0,64.0,55.0,87.0,54.0,20.0,29.97,29.9,10.0,10.0,10.0,14.0,5.0,20.0,0.0
1316,107.0,92.0,77.0,72.0,64.0,55.0,82.0,51.0,19.0,29.91,29.86,10.0,10.0,10.0,12.0,4.0,17.0,0.0
1317,106.0,93.0,79.0,70.0,68.0,63.0,69.0,48.0,27.0,29.96,29.91,10.0,10.0,10.0,13.0,4.0,20.0,0.0
1318,99.0,88.0,77.0,66.0,61.0,54.0,64.0,43.0,22.0,30.04,29.97,10.0,10.0,10.0,12.0,4.0,20.0,0.0
